otu	otu_total	otu_fraction_of_total	otu_fraction_cumulative	10n	10p	11n	11p	120n	120p	121n	121p	122n	122p	125n	125p	126n	126p	127n	13n	13p	140n	140p	141n	141p	142n	142p	155n	155p	156n	156p	157n	157p	15n	15p	165n	165p	166n	166p	167n	167p	1n	1p	2n	2p	3n	3p	5n	5p	7n	7p	9n	9p	tri01n	tri01p	tri02n	tri02p	tri03n	tri03p	Mothur_Taxo1	Mothur_Taxo2	Mothur_Taxo3	Mothur_Taxo4	Mothur_Taxo5	Mothur_Taxo6	Mothur_Taxo7	Mothur_Taxo8	Final_Taxo1	Final_Taxo2	Final_Taxo3	Final_Taxo4	Final_Taxo5	Final_Taxo6	Final_Taxo7	Final_Taxo8	BLAST_best_identity	BLAST_best_Accession	BLAST_best_Organism	BLAST_best_Description
Otu122	1113	0.00038	0.98739	0	1109	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Demodex	Demodex_sp.	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Demodex	Demodex_sp.	1.000	EU861211	Demodex folliculorum	Demodex folliculorum 18S ribosomal RNA gene, partial sequence
Otu123	1071	0.00036	0.98776	191	15	0	0	34	0	0	0	30	32	0	34	0	0	123	0	0	0	0	2	0	0	0	1	0	0	0	0	10	0	1	8	0	0	0	0	0	73	0	1	177	253	0	8	0	37	0	12	28	0	0	1	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_tauri	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.997	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu124	1062	0.00036	0.98812	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified		Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified		1.000	KF036679	Holtermanniella takashimae	Holtermanniella takashimae strain CBS11174 18S ribosomal RNA gene, partial sequence
Otu125	1040	0.00035	0.98847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	0	0	106	0	0	0	0	0	0	0	0	0	130	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Raphid-pennate_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Bacillariophyceae_X		0.916	AB430616	Nitzschia dubiiformis	Nitzschia dubiiformis gene for 18S rRNA, partial sequence, strain: s0311
Otu126	933	0.00032	0.98879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Teleaulax	Teleaulax_gracilis	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Teleaulax	Teleaulax_gracilis	1.000	JQ966994	Teleaulax gracilis	Teleaulax gracilis strain Cr6EHU 18S ribosomal RNA gene, partial sequence
Otu127	925	0.00031	0.98910	0	0	0	0	0	0	0	0	3	0	0	745	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesiaceae_unclassified		Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium		1.000	HQ867036	uncultured eukaryote	Uncultured eukaryote clone SGTB572 18S ribosomal RNA gene, partial sequence
Otu128	914	0.00031	0.98941	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	61	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	658	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu129	914	0.00031	0.98972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Florenciella	Florenciella_parvula	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Florenciella	Florenciella_parvula	1.000	LC189142	Florenciellales sp. NIES-3878	Florenciellales sp. NIES-3878 gene for 18S ribosomal RNA, partial sequence
Otu130	888	0.00030	0.99003	0	0	0	0	0	0	887	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XX_unclassified		Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_X	Dinophyceae_X		0.979	AY664962	uncultured eukaryote	Uncultured eukaryote clone SCM37C27 18S ribosomal RNA gene, partial sequence
Otu131	836	0.00028	0.99031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Mediophyceae	Mediophyceae_X	Thalassiosira		0.997	GQ912969	uncultured eukaryote	Uncultured eukaryote clone 102.2.12 18S ribosomal RNA gene, partial sequence
Otu132	797	0.00027	0.99058	0	0	0	0	0	0	0	0	1	0	209	1	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Echinamoebida	Vermamoebidae	Vermamoeba		Eukaryota	Amoebozoa	Lobosa	Tubulinea	Echinamoebida	Vermamoebidae	Vermamoeba		0.995	AB425953	Hartmannella sp. Mbc_3H	Hartmannella sp. Mbc_3H gene for 18S ribosomal RNA, partial sequence
Otu133	754	0.00026	0.99084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Filobasidium	Filobasidium_uniguttulatum	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Filobasidium	Filobasidium_uniguttulatum	1.000	AB032664	Filobasidium uniguttulatum	Filobasidium uniguttulatum gene for 18S rRNA, partial sequence
Otu134	748	0.00025	0.99109	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-I	Clade-I_X	Clade-I_X_sp._strain8	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_I	Chrysophyceae_Clade_I_X		1.000	HQ866238	uncultured eukaryote	Uncultured eukaryote clone SGSP695 18S ribosomal RNA gene, partial sequence
Otu135	736	0.00025	0.99134	150	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Clade_E	Clade_E	Clade_E	Clade_E	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_E	Prymnesiophyceae_Clade_E_X	Prymnesiophyceae_Clade_E_X		0.981	KP404689	uncultured eukaryote	Uncultured eukaryote clone WS071.058 18S ribosomal RNA gene, partial sequence
Otu136	733	0.00025	0.99159	0	0	0	0	0	1	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Prorocentrum		Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_X	Prorocentrum		0.987	KF733579	uncultured marine eukaryote	Uncultured marine eukaryote clone XZZ-W-30 18S small subunit ribosomal RNA gene, partial sequence
Otu137	723	0.00025	0.99183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_unclassified	Prymnesiophyceae_unclassified	Prymnesiophyceae_unclassified		Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_X	Prymnesiophyceae_X	Phaeocystis		0.974	JX660990	Phaeocystis sp. JD-2012	Phaeocystis sp. JD-2012 culture-collection RCC:RCC908 18S ribosomal RNA gene, partial sequence
Otu138	718	0.00024	0.99208	0	0	0	0	0	0	0	0	424	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Citrus		Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Citrus		0.997	FJ866629	Citrus maxima	Citrus maxima 18S ribosomal RNA gene, partial sequence
Otu139	694	0.00024	0.99231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Isochrysidaceae	Tisochrysis	Tisochrysis_lutea	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Isochrysidaceae	Tisochrysis		1.000	DQ071573	Isochrysis galbana 8701	Isochrysis sp. 8701 18S ribosomal RNA gene, partial sequence
Otu140	690	0.00023	0.99255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-1	MOCH-1_X	MOCH-1_XX	MOCH-1_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_1	MOCH_1_X	MOCH_1_X		0.992	KT815126	uncultured eukaryote	Uncultured eukaryote clone 52c_21596 18S ribosomal RNA gene, partial sequence
Otu141	682	0.00023	0.99278	25	7	0	0	35	0	0	0	21	25	0	9	0	0	51	0	0	0	0	2	0	0	0	0	0	0	0	0	57	0	2	0	0	1	0	0	0	78	0	0	145	175	0	0	0	29	0	11	9	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_tauri	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.997	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu142	681	0.00023	0.99301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Mediophyceae	Mediophyceae_X	Mediophyceae_X		0.984	AB827486	uncultured diatom	Uncultured diatom gene for 18S rRNA, partial sequence, clone: HP18D-43
Otu143	679	0.00023	0.99324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	677	0	0	0	0	0	0	0	0	0	1	Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp._strain2	Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_X	Stramenopiles_X	Stramenopiles_X	Stramenopiles_X		1.000	GU822961	uncultured stramenopile	Uncultured stramenopile clone AB3F14RJ3E10 18S ribosomal RNA gene, partial sequence
Otu144	675	0.00023	0.99347	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix_tenuilepis	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix_tenuilepis	0.995	EU143405	uncultured Dolichomastix	Uncultured marine Dolichomastix clone PROSOPE.EM-50m.69 18S ribosomal RNA gene, partial sequence
Otu145	637	0.00022	0.99369	0	0	0	0	0	1	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	HQ867407	uncultured eukaryote	Uncultured eukaryote clone SHAC725 18S ribosomal RNA gene, partial sequence
Otu146	595	0.00020	0.99389	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	195	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Dicrateria	Dicrateria_rotunda	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Dicrateria		1.000	AM491015	cf. Imantonia sp. CCMP1404	cf. Imantonia sp. CCMP 1404 partial 18S rRNA gene, strain CCMP 1404
Otu147	585	0.00020	0.99409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	584	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-3	MAST-3D	MAST-3D_X	MAST-3D_X_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST_3	MAST_3D	MAST_3D_X		1.000	KJ763520	uncultured eukaryote	Uncultured eukaryote clone SGYP1279 18S ribosomal RNA gene, partial sequence
Otu148	568	0.00019	0.99428	0	48	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis		1.000	GQ863817	uncultured eukaryote	Uncultured eukaryote clone AMT15_15_10m_412 18S ribosomal RNA gene, partial sequence
Otu149	563	0.00019	0.99447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	559	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-2	MOCH-2_X	MOCH-2_XX	MOCH-2_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_2	MOCH_2_X	MOCH_2_X		0.987	KJ759482	uncultured eukaryote	Uncultured eukaryote clone SGYO416 18S ribosomal RNA gene, partial sequence
Otu150	485	0.00016	0.99464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Chrysophyceae-Synurophyceae_X_unclassified	Chrysophyceae-Synurophyceae_X_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_X	Chrysophyceae_X		0.980	AY937801	uncultured eukaryote	Uncultured eukaryote clone ENI40076.00661 18S ribosomal RNA gene, partial sequence
Otu151	470	0.00016	0.99480	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Prasinococcales	Prasinococcales_X	Prasinococcales-Clade-B	Prasinoderma	Prasinoderma_singularis	Eukaryota	Archaeplastida	Chlorophyta	Prasinococcales	Prasinococcales_X	Prasinococcales_Clade_B	Prasinoderma	Prasinoderma_singularis	1.000	EU143482	uncultured Prasinococcales	Uncultured marine Prasinococcales clone PROSOPE.C5-25m.49 18S ribosomal RNA gene, partial sequence
Otu152	465	0.00016	0.99496	0	0	1	0	0	0	0	0	2	0	458	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-G	Clade-G_X	Clade-G_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_G	Chrysophyceae_Clade_G_X		0.995	KP404840	uncultured eukaryote	Uncultured eukaryote clone WS073.092 18S ribosomal RNA gene, partial sequence
Otu153	465	0.00016	0.99511	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified		Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_X	Dinophyceae_X		0.950	KF733579	uncultured marine eukaryote	Uncultured marine eukaryote clone XZZ-W-30 18S small subunit ribosomal RNA gene, partial sequence
Otu154	463	0.00016	0.99527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis		Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis		1.000	KF422607	Phaeocystis rex	Phaeocystis rex culture-collection CCMP:2000 18S ribosomal RNA gene, partial sequence
Otu155	459	0.00016	0.99543	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.	Eukaryota	Hacrobia	Telonemia	Telonemia	Telonemia	Telonemia_Group_2	Telonemia_Group_2_X		1.000	EF539139	uncultured marine eukaryote	Uncultured marine eukaryote clone TH01.26 18S ribosomal RNA gene, partial sequence
Otu156	446	0.00015	0.99558	16	15	0	0	34	0	0	0	16	6	8	0	11	0	10	0	0	0	0	2	18	95	12	0	0	31	2	0	32	0	4	31	0	25	0	0	0	6	0	0	14	18	0	12	0	0	0	9	19	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.997	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu157	438	0.00015	0.99573	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-H	Clade-H_X	Clade-H_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_H	Chrysophyceae_Clade_H_X		1.000	FJ537665	uncultured marine chrysophyte	Uncultured marine chrysophyte clone Biosope_T84.004 18S ribosomal RNA gene, partial sequence
Otu158	411	0.00014	0.99587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_sp.	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Pseudo_nitzschia		1.000	KF129894	uncultured eukaryote	Uncultured eukaryote clone ST3960.022 18S ribosomal RNA gene, partial sequence
Otu159	404	0.00014	0.99600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-2	MOCH-2_X	MOCH-2_XX	MOCH-2_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_2	MOCH_2_X	MOCH_2_X		0.997	KT815880	uncultured eukaryote	Uncultured eukaryote clone 54c_24075 18S ribosomal RNA gene, partial sequence
Otu160	396	0.00013	0.99614	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Malassezia	Malassezia_sp.	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Malassezia		0.997	KC670172	uncultured fungus	Uncultured fungus clone nco90b07c1 18S ribosomal RNA gene, partial sequence
Otu161	355	0.00012	0.99626	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	16	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	258	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu162	323	0.00011	0.99637	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Helicopedinella		0.995	JF794054	Pedinellales sp. RCC2289	Pedinellales sp. RCC2289 18S ribosomal RNA gene, partial sequence
Otu163	317	0.00011	0.99648	0	0	0	0	0	0	1	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-1	MOCH-1_X	MOCH-1_XX	MOCH-1_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_1	MOCH_1_X	MOCH_1_X		0.978	EU561950	uncultured marine eukaryote	Uncultured marine eukaryote clone IND60.22 18S ribosomal RNA gene, partial sequence
